epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,21594.5,1.48631,1.09328,0.96808,0.44634,0.32215,0.31967,0.18335,1.38361,1.01834,0.93701,0.0011395,0.0011395,0.0011395
181,21700.6,1.48065,1.09094,0.9679,0.44631,0.32257,0.31976,0.18341,1.3835,1.01825,0.93698,0.00109,0.00109,0.00109
182,21807.1,1.48916,1.08942,0.96542,0.44541,0.32221,0.31979,0.18343,1.38345,1.01808,0.93695,0.0010405,0.0010405,0.0010405
183,21914,1.48654,1.09648,0.96832,0.44615,0.32284,0.32009,0.18345,1.38333,1.01795,0.93692,0.000991,0.000991,0.000991
184,22023.3,1.48138,1.08712,0.96365,0.44593,0.3228,0.32019,0.1835,1.38315,1.01778,0.93689,0.0009415,0.0009415,0.0009415
185,22129.5,1.48877,1.09601,0.96642,0.44558,0.32274,0.32017,0.18349,1.38326,1.01758,0.93686,0.000892,0.000892,0.000892
186,22236.6,1.48123,1.08737,0.96511,0.44588,0.32285,0.32039,0.1836,1.38318,1.01742,0.93683,0.0008425,0.0008425,0.0008425
187,22346.3,1.469,1.07753,0.96329,0.44793,0.32234,0.32041,0.18365,1.38305,1.01725,0.93678,0.000793,0.000793,0.000793
188,22454.5,1.47885,1.08876,0.9667,0.44551,0.32296,0.32048,0.18372,1.38305,1.01713,0.93674,0.0007435,0.0007435,0.0007435
189,22564,1.48896,1.0903,0.96482,0.44548,0.32317,0.32056,0.18372,1.38295,1.017,0.93672,0.000694,0.000694,0.000694
190,22670.8,1.47614,1.08471,0.96551,0.44552,0.3232,0.32071,0.18381,1.38287,1.01683,0.93668,0.0006445,0.0006445,0.0006445
191,22776.9,1.45295,1.05647,0.96932,0.44432,0.3238,0.3207,0.18385,1.38283,1.01668,0.93664,0.000595,0.000595,0.000595
192,22881.2,1.45068,1.05082,0.9664,0.44602,0.32324,0.32069,0.18383,1.38285,1.0166,0.9366,0.0005455,0.0005455,0.0005455
193,22984.3,1.44395,1.04438,0.96695,0.44636,0.32326,0.32071,0.18384,1.38283,1.01643,0.93656,0.000496,0.000496,0.000496
194,23086.5,1.45187,1.0535,0.96861,0.44655,0.32356,0.32067,0.18384,1.38266,1.01624,0.93654,0.0004465,0.0004465,0.0004465
195,23192.4,1.4428,1.04257,0.96706,0.4471,0.32359,0.32078,0.18386,1.38271,1.01611,0.9365,0.000397,0.000397,0.000397
196,23297.1,1.44467,1.04174,0.96486,0.44699,0.32367,0.32069,0.18381,1.38272,1.01601,0.93647,0.0003475,0.0003475,0.0003475
197,23401,1.44645,1.0424,0.96475,0.44703,0.32351,0.32064,0.18382,1.38265,1.01588,0.93642,0.000298,0.000298,0.000298
198,23505.3,1.44072,1.03732,0.9639,0.44687,0.3236,0.3207,0.18386,1.38256,1.01575,0.9364,0.0002485,0.0002485,0.0002485
199,23609.9,1.4385,1.03654,0.96478,0.44817,0.32277,0.32072,0.18389,1.38266,1.01563,0.93637,0.000199,0.000199,0.000199
200,23712.1,1.4409,1.03586,0.96563,0.44719,0.32364,0.32077,0.18387,1.3826,1.01547,0.93634,0.0001495,0.0001495,0.0001495
