epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,23676.2,1.49585,1.10904,0.96758,0.42996,0.32426,0.31545,0.18101,1.3887,1.03144,0.9387,0.0009415,0.0009415,0.0009415
185,23759.4,1.50158,1.11869,0.97024,0.42996,0.32456,0.3156,0.18107,1.38858,1.03123,0.93865,0.000892,0.000892,0.000892
186,23838.9,1.49505,1.10916,0.96878,0.42988,0.3246,0.3157,0.18108,1.38852,1.03099,0.9386,0.0008425,0.0008425,0.0008425
187,23918.1,1.48176,1.09887,0.96726,0.42936,0.32484,0.3157,0.18109,1.38832,1.03078,0.93854,0.000793,0.000793,0.000793
188,23996.3,1.49351,1.11198,0.96989,0.42899,0.32482,0.31569,0.18099,1.38833,1.03063,0.93849,0.0007435,0.0007435,0.0007435
189,24075.2,1.50227,1.11075,0.96855,0.42888,0.32489,0.31572,0.1811,1.38817,1.03046,0.93839,0.000694,0.000694,0.000694
190,24155,1.49078,1.10792,0.96962,0.42853,0.32483,0.31582,0.18113,1.38809,1.03025,0.93833,0.0006445,0.0006445,0.0006445
191,24235.4,1.46534,1.07921,0.97268,0.42848,0.32478,0.31581,0.18121,1.38808,1.0301,0.93829,0.000595,0.000595,0.000595
192,24313.9,1.46384,1.07128,0.97031,0.42849,0.32498,0.31587,0.18123,1.38815,1.03003,0.93826,0.0005455,0.0005455,0.0005455
193,24392.5,1.45507,1.06418,0.97,0.42993,0.32424,0.3158,0.18124,1.38809,1.0299,0.93822,0.000496,0.000496,0.000496
194,24470.8,1.46239,1.07403,0.97201,0.43008,0.32413,0.31586,0.18126,1.38807,1.02981,0.93819,0.0004465,0.0004465,0.0004465
195,24549.3,1.45275,1.06365,0.97086,0.42956,0.32401,0.31595,0.18134,1.38804,1.02965,0.93816,0.000397,0.000397,0.000397
196,24627.8,1.45564,1.06199,0.96807,0.4294,0.32402,0.31595,0.18137,1.388,1.02957,0.93812,0.0003475,0.0003475,0.0003475
197,24707.3,1.45697,1.06305,0.96813,0.42953,0.32421,0.31606,0.18144,1.38794,1.02945,0.93807,0.000298,0.000298,0.000298
198,24785.6,1.45041,1.05612,0.96733,0.42939,0.32422,0.31601,0.1814,1.38794,1.02932,0.93803,0.0002485,0.0002485,0.0002485
199,24864.5,1.44958,1.05678,0.96789,0.42938,0.32433,0.31605,0.18139,1.38795,1.0293,0.93799,0.000199,0.000199,0.000199
200,24943.9,1.45194,1.05723,0.96879,0.42902,0.32441,0.31595,0.18134,1.38793,1.02919,0.93796,0.0001495,0.0001495,0.0001495
